Trace metal concentrations in filtered water (0.45 um) analyzed at Trent WQC,,,,,,,,,,,,,,,,,,,,,,,
TMF-66,Ont,Hamilton Harbour,1001,,2017-06-28,19,,4.684,0.499,0.146,1.999,2.756,2.952,2.29,1.395,166.0,3.211,4.393,3.096,11.536,1.064,0.699,2.576
TMF-65,Ont,Hamilton Harbour,1001,,2017-06-28,0-20,,8.991,3.174,0.208,1.795,3.405,2.164,3.597,1.29,229.5,0.107,6.227,1.996,3.511,2.531,0.9,2.044
TMF-68,Ont,Hamilton Harbour,1001,,2017-07-05,19,,8.829,2.66,0.182,6.468,2.867,2.902,2.368,6.245,648.8,1.44,3.971,4.195,37.871,5.441,0.884,3.388
TMF-67,Ont,Hamilton Harbour,1001,,2017-07-05,0-8,,9.212,1.848,0.191,1.766,3.44,1.298,3.359,2.614,70.8,2.543,6.095,2.085,2.878,3.652,0.925,2.05
TMF-70,Ont,Hamilton Harbour,1001,,2017-07-11,19,,4.912,2.274,0.12,29.484,2.451,28.341,1.585,26.412,24.4,2.656,3.315,28.507,25.58,28.735,0.578,3.383
TMF-69,Ont,Hamilton Harbour,1001,,2017-07-11,0-4,,10.298,1.258,0.192,6.498,3.451,2.669,3.023,3.862,43.6,2.253,6.018,3.915,1.851,6.246,0.852,4.483
TMF-72,Ont,Hamilton Harbour,1001,,2017-07-19,19,,8.8,3.96,0.13,2.691,2.765,6.549,1.826,0.25,31.4,0.468,3.501,0.701,97.818,1.699,0.558,3.206
TMF-71,Ont,Hamilton Harbour,1001,,2017-07-19,0-5,,8.612,1.787,0.175,4.557,2.993,1.365,2.503,4.169,265.9,3.162,5.043,2.051,0.596,1.719,0.924,1.537
TMF-331,Ont,Hamilton Harbour,1001,,2017-08-01,19,,3.907,2.132,0.105,5.668,2.697,2.715,1.537,3.875,116.85,2.053,3.452,4.658,28.446,5.333,0.454,6.725
TMF-330,Ont,Hamilton Harbour,1001,,2017-08-01,int ,,6.446,0.94,0.16,4.763,2.788,4.144,2.498,4.918,39.452,0.853,6.727,5.765,0.654,3.319,0.723,1.838
TMF-333,Ont,Hamilton Harbour,1001,,2017-08-10,19,,7.759,2.421,0.158,6.749,3.158,3.967,1.941,3.216,1489.895,2.959,3.464,3.906,335.088,5.018,1.813,5.356
TMF-332,Ont,Hamilton Harbour,1001,,2017-08-10,0-20,,4.731,2.176,0.158,1.622,3.898,3.963,2.841,2.729,1701.519,0.462,6.56,2.837,1.124,1.79,2.246,2.42
TMF-335,Ont,Hamilton Harbour,1001,,2017-08-15,19,,3.948,2.478,0.11,3.615,2.971,0.465,1.818,3.283,1636.783,3.041,3.003,3.767,177.148,4.093,1.678,9.169
TMF-334,Ont,Hamilton Harbour,1001,,2017-08-15,int,,6.328,3.09,0.128,6.097,3.333,2.405,2.563,5.656,1335.095,3.263,5.7,5.797,2.317,5.955,2.251,3.251
TMF-337,Ont,Hamilton Harbour,1001,,2017-08-24,19,,2.566,4.454,0.086,5.045,2.772,1.383,1.855,6.397,1982.584,4.422,2.971,8.013,56.246,6.964,1.775,4.941
TMF-336,Ont,Hamilton Harbour,1001,,2017-08-24,0-20,,4.568,5.767,0.119,3.806,3.636,0.715,2.899,2.791,1381.614,5.888,4.924,4.498,0.937,2.329,2.148,4.942
TMF-339,Ont,Hamilton Harbour,1001,,2017-09-28,19,,23.622,2.895,0.192,5.094,4.106,0.675,2.921,5.204,1612.455,2.942,4.044,3.115,476.7,3.426,2.572,2.713
TMF-338,Ont,Hamilton Harbour,1001,,2017-09-28,0-20,,6.961,3.337,0.126,6.369,3.303,2.323,2.749,5.654,2223.168,2.273,5.13,4.142,2.267,6.572,2.525,4.559
TMF-341,Ont,Hamilton Harbour,1001,,2017-10-05,19,,22.908,0.61,0.217,2.833,3.426,2.165,2.34,2.035,3930.989,1.226,4.244,3.192,505.019,3.029,3.78,2.1
TMF-340,Ont,Hamilton Harbour,1001,,2017-10-05,int,,8.29,2.092,0.146,8.299,3.213,2.41,2.478,6.961,2630.784,1.701,5.276,4.701,3.183,4.9,2.898,3.002
TMF-343,Ont,Hamilton Harbour,1001,,2017-10-10,19,,10.732,1.477,0.125,8.181,2.567,3.99,2.05,7.432,3026.486,1.431,3.863,7.774,307.741,10.06,3.025,1.704
TMF-342,Ont,Hamilton Harbour,1001,,2017-10-10,0-20,,7.144,3.791,0.131,10.103,3.681,3.215,3.439,2.14,4866.672,3.239,5.403,3.599,1.896,3.583,4.158,2.993
TMF-345,Ont,Hamilton Harbour,1001,,2017-10-26,19,,6.71,4.33,0.124,1.866,3.517,1.488,2.687,4.394,2281.528,4.729,5.825,2.803,1.981,3.495,2.571,4.985
TMF-344,Ont,Hamilton Harbour,1001,,2017-10-26,0-20,,5.985,7.011,0.121,8.527,3.334,4.319,2.28,0.506,2018.408,6.784,5.829,0.81,1.217,3.273,2.181,7.023
TMF-346,Ont,Hamilton Harbour,1001,,2017-11-01,int,,3.517,2.58,0.1,3.557,2.636,1.275,6.623,3.475,119.828,1.61,5.364,6.261,0.701,4.132,0.593,2.775
TMF-347,Ont,Hamilton Harbour,1001,,2017-11-08,int,,5.218,4.669,0.099,11.665,2.684,2.065,1.405,5.998,181.733,3.164,5.474,4.16,1.13,5.205,0.718,2.777
TMF-382,Ont,Harp,,,2017-05-26,epi,0-4,26.702,0.9,0.129,4.002,0.764,11.298,1.516,8.504,163.88,1.331,6.041,17.897,1.53,5.516,0.218,8.823
TMF-383,Ont,Harp,,,2017-05-26,hypo,6-35,59.419,7.009,0.034,3.492,0.457,6.055,0.992,2.046,70.499,4.417,4.906,15.612,3.368,4.348,0.181,19.22
TMF-384,Ont,Harp,,,2017-06-12,epi,0-4,16.45,3.531,0.033,19.977,0.527,2.871,1.056,5.946,29.651,4.381,5.312,18.45,0.381,3.998,0.21,19.813
TMF-385,Ont,Harp,,,2017-06-12,hypo,8-35,42.346,5.014,0.035,16.231,0.438,4.03,1.134,6.762,35.994,3.128,4.551,18.981,3.241,5.955,0.114,6.31
TMF-386,Ont,Harp,,,2017-06-28,epi,0-4,24.886,0.927,0.034,5.316,0.48,5.22,0.983,6.205,29.095,0.889,5.201,16.76,0.495,6.007,0.128,26.752
TMF-387,Ont,Harp,,,2017-06-28,hypo,8-35,32.499,3.139,0.045,7.863,0.547,5.523,1.331,6.995,80.45,4.351,4.433,20.996,3.292,6.455,0.093,12.427
TMF-388,Ont,Harp,,,2017-07-13,epi,0-4,18.76,1.996,0.03,12.949,0.482,4.408,1.135,5.694,25.902,3.529,4.159,20.441,0.596,5.893,0.168,23.579
TMF-389,Ont,Harp,,,2017-07-13,hypo,8-35,48.651,5.051,0.057,8.02,0.501,8.656,1.175,4.01,45.665,2.662,4.086,17.74,8.158,7.295,0.098,21.335
TMF-390,Ont,Harp,,,2017-08-02,epi,0-4,14.253,3.883,0.026,13.262,0.422,7.299,1.002,5.711,19.161,3.475,2.973,16.311,0.528,3.468,0.117,11.261
TMF-391,Ont,Harp,,,2017-08-02,hypo,8-35,30.193,1.246,0.046,7.274,0.43,6.139,1.141,6.261,32.606,2.184,2.485,19.597,3.496,6.426,0.097,3.94
TMF-392,Ont,Harp,,,2017-08-29,epi,0-4,43.405,2.08,0.049,6.912,0.479,10.959,1.011,7.837,27.819,2.079,2.304,18.736,2.631,7.734,0.216,4.859
TMF-393,Ont,Harp,,,2017-08-29,hypo,8-35,35.482,3.932,0.036,12.488,0.348,11.964,0.74,8.373,45.737,3.207,1.8,15.742,4.083,7.365,0.145,9.091
TMF-42,Ont,Lake of the Woods,310,,2017-06-07,1 (rep A),,12.081,1.886,0.038,4.186,1.021,1.805,1.854,2.633,376.7,2.047,0.427,5.741,0.583,3.705,0.635,1.411
TMF-43,Ont,Lake of the Woods,310,,2017-06-07,1 (rep B),,12.751,2.089,0.034,4.118,0.829,2.785,1.023,2.485,95.4,1.199,0.274,3.697,0.596,2.734,0.257,6.871
TMF-44,Ont,Lake of the Woods,710,,2017-06-08,7.5,,109.156,1.706,0.061,5.047,1.582,2.532,2.727,3.112,729.6,1.098,0.288,2.443,2.091,3.913,1.146,2.513
TMF-45,Ont,Lake of the Woods,520,,2017-06-09,1,,81.089,0.898,0.082,1.61,1.177,1.534,1.09,0.82,398.9,0.836,0.239,3.688,0.844,0.577,0.785,2.76
TMF-46,Ont,Lake of the Woods,610,,2017-06-09,1,,49.869,3.415,0.053,2.365,1.183,3.983,2.751,2.157,80.2,2.785,0.234,1.104,1.414,3.102,0.484,5.859
TMF-47,Ont,Lake of the Woods,130,,2017-06-11,1,,18.452,2.303,0.052,1.326,1.157,2.448,1.311,1.435,247.3,0.713,0.217,0.935,2.588,2.454,0.651,1.524
TMF-48,Ont,Lake of the Woods,130,,2017-06-11,7.5,,21.176,0.3,0.053,2.974,1.937,0.985,1.865,0.913,447.4,1.348,0.213,4.265,2.661,1.158,0.844,2.777
TMF-49,Ont,Lake of the Woods,530,,2017-06-12,1,,54.362,1.771,0.065,1.368,1.472,0.717,1.397,0.941,926.9,0.297,0.18,1.689,2.251,2.623,1.499,1.829
TMF-50,Ont,Lake of the Woods,160,,2017-06-13,4,,4.701,0.897,0.054,3.755,1.184,0.835,0.874,0.462,689.5,1.328,0.176,3.153,0.408,1.438,0.963,1.761
TMF-75,Ont,Lake St George ,west basin,,2017-08-08,8,,80.395,2.148,0.177,1.94,2.595,4.847,0.644,4.432,9.1,1.977,0.063,9.031,445.365,1.682,0.497,3.291
TMF-76,Ont,Lake St George ,west basin,,2017-08-08,10,,68.768,0.965,0.202,5.337,3.03,7.186,2.469,5.612,7.4,0.385,0.065,5.824,363.716,5.314,0.536,2.68
TMF-77,Ont,Lake St George ,west basin,,2017-08-08,12,,64.29,1.382,0.205,1.456,2.697,1.308,0.831,3.751,8.2,2.666,0.063,6.354,368.814,4.307,0.576,1.887
TMF-78,Ont,Lake St George ,west basin,,2017-08-08,13,,62.172,2.406,0.200,6.391,2.606,5.402,0.924,5.086,34.2,1.745,0.064,14.129,369.667,3.209,0.586,0.899
TMF-74,Ont,Lake St George ,west basin,,2017-08-08,4-7,,7.442,3.418,0.162,4.909,2.649,3.615,1.358,3.777,1073.9,1.559,0.108,10.018,190.901,1.326,1.851,1.359
TMF-73,Ont,Lake St George ,west basin,,2017-08-08,0-3,,9.298,2.215,0.127,1.102,1.959,4.709,1.946,3.406,756.4,1.451,0.147,6.624,7.742,5.433,1.479,2.538
TMF-132,Ont,Leonard Lake,LLNDH,,2017-08-21,1,,21.17,2.21,0.05,8.85,1.18,4.66,0.91,5.98,186.56,2.35,1.49,3.08,11.54,4.69,0.09,3.9
TMF-133,Ont,Leonard Lake,LLNDH,,2017-08-21,3.5,,17.17,4.22,0.11,5.93,1.3,4.8,1.28,6.48,1584.36,2.88,2.57,8.83,2.29,3.87,0.77,2.46
TMF-134,Ont,Leonard Lake,LLNDH,,2017-08-21,15,,317.82,1.13,0.79,2.3,1.44,4.05,1.7,0.45,52.42,1.05,1.33,6.93,446.07,1.64,0.14,2.54
TMF-135,Ont,Leonard Lake,STN2,,2017-08-22,1,,22.51,3.31,0.04,8.9,1.2,3.14,1.24,7.52,37.56,2.02,1.05,4.27,2.71,2.22,0.07,6.34
TMF-136,Ont,Leonard Lake,STN2,,2017-08-22,3.5,,28.01,1.08,0.05,2,1.13,0.37,0.98,3.09,154.73,3.81,0.81,6.32,4.43,1.43,0.08,5.47
TMF-137,Ont,Leonard Lake,STN2,,2017-08-22,7,,1291.07,2.13,1.16,3.56,1.63,7.15,1.31,5.25,132.88,3.21,0.69,1.86,910.52,2.78,0.2,4.75
TMF-258,Ont,Nipissing ,IG9,,2017-09-28,0-6,,88.115,4.908,0.033,11.234,1.927,1.073,2.019,4.77,31.315,4.711,0.193,11.771,2.38,5.554,0.281,8.64
TMF-52,Ont,Nipissing ,IG9,,2017-06-08,0-6.7,,145.116,1.588,0.071,5.536,1.798,7.472,1.618,6.174,807.6,1.01,0.148,4.672,3.785,7.165,2.075,0.99
TMF-53,Ont,Nipissing ,IG9,,2017-07-05,0-5.8,,129.117,1.641,0.041,2.582,1.28,1.891,1.596,2.771,225.6,1.692,0.145,9.1,1.899,1.578,0.893,1.274
TMF-54,Ont,Nipissing ,IG9,,2017-07-11,0-5.3,,117.613,2.043,0.04,3.248,1.415,3.254,1.808,2.714,24.0,1.463,0.166,2.337,1.243,1.312,0.472,4.011
TMF-139,Ont,Nipissing ,Callandar IG9,,2017-07-20,0-6.2,,98.75,1.94,0.07,3.19,0.92,1.41,1.37,1.64,13.06,2.15,0.97,3.53,1.41,3.49,0.25,10.33
TMF-140,Ont,Nipissing ,Callandar IG9,,2017-08-03,0-5,,91.73,2.81,0.06,3.34,0.9,4.35,1.49,3.38,43.03,1.63,0.3,5.63,1.43,2.86,0.3,5.99
TMF-141,Ont,Nipissing ,Callandar IG9,,2017-08-16,0-3.5,,90.29,1.83,0.06,3.51,0.82,6.63,1.42,3.14,9.78,1.49,0.21,5.19,1.65,2.88,0.27,2.04
TMF-142,Ont,Nipissing ,Callandar IG9,,2017-08-30,0-4.2,,85.91,2.19,0.06,1.14,0.9,2.78,1.68,1.99,28.63,1.28,0.2,2.92,1.67,0.49,0.29,10.74
TMF-143,Ont,Nipissing ,Callandar IG9,,2017-09-11,0-4.5,,95.43,3.17,0.06,0.99,0.92,3.52,1.44,1.83,25.18,1.01,0.18,3.11,2.23,1.32,0.31,8.67
TMF-51,Ont,Nipissing ,IG9,,2017-05-27,0-4.5,,150.173,1.491,0.056,7.9,1.485,6.367,1.479,5.205,499.7,0.148,0.164,6.108,2.381,6.142,1.507,2.519
TMF-122,Ont,Otty,,,2017-08-14,,,10.39,0.31,0.12,4.58,2.37,3.05,1.09,5.93,956.82,1.26,33.95,3.03,0.6,0.52,0.47,1.05
TMF-138,Ont,Stong Pond,near inlet,,2017-09-12,0,,14.47,6.27,0.28,5.62,2.07,7.73,12.1,5.03,117.92,4.97,16274.83,4.84,22.95,5.88,3.41,2.4
TMF-366,Ont,Stong Pond A,,,2017-12-11,"surface, near outlet",,98.008,3.548,0.871,13.553,2.315,12.883,5.84,14.903,367.554,2.199,4683.668,14.544,18.788,13.345,1.87,4.268
TMF-367,Ont,Stong Pond B,,,2017-12-11,"surface, near outlet",,107.533,3.357,1.097,6.898,3.033,6.632,7.159,5.916,117.118,2.43,6402.834,4.736,23.143,8.149,1.955,7.551
TMF-368,Ont,Stong Pond C,,,2017-12-11,"surface, near outlet",,70.348,4.79,1.032,4.463,2.853,5.084,6.419,4.655,55.987,4.605,5892.377,4.984,21.474,3.308,1.79,4.77
TMF-369,Ont,Stong Pond D,,,2017-12-11,"surface, near outlet",,72.954,1.552,1.199,10.876,3.365,8.88,7.392,10.115,5.626,5.328,6869.372,11.054,24.978,10.303,1.947,3.644
TMF-128,Ont,Ottawa Stormwater Facility 1209,1209,,2017-06-01,,,42.68,2.51,0.16,2.66,1.96,5.76,2.93,5.01,721.48,1.76,3.68,4.76,5.66,2.13,1.52,1.19
TMF-130,Ont,Ottawa Stormwater Facility 1227,1227,,2017-06-01,,,22.29,2.39,0.16,6.37,2.35,2.92,2.11,1.73,661.65,0.59,3.39,1.44,1.79,2.14,1.05,2.4
TMF-129,Ont,Ottawa Stormwater Facility 1209,1209,,2017-08-24,,,93.93,2.42,0.24,4.12,7.69,2.47,10.02,2.95,1092.92,1.51,3.46,9.81,31.81,2.3,2.56,1.43
TMF-131,Ont,Ottawa Stormwater Facility 1227,1227,,2017-08-24,,,37.04,2.72,0.14,6.1,2.02,1.75,1.82,5.08,255.57,1.62,3.01,4.08,1.16,1.32,0.75,4.58
TMF-370,Ont,Three Mile,Hammell's Bay,,2017-05-25,0-3 m,0-4,59.144,3.591,0.03,7.395,0.307,6.82,0.737,6.28,188.973,2.865,269.653,7.579,0.876,0.956,0.439,5.643
TMF-373,Ont,Three Mile,Main,,2017-06-28,depth not recorded,,229.974,5.786,0.214,26.792,1.422,24.182,1.76,25.609,841.505,5.13,36.751,31.75,6.224,21.868,1.157,9.632
TMF-371,Ont,Three Mile,Hammell's Bay,,2017-06-28,epi,0-4,36.932,3.473,0.042,8.348,0.352,7.412,1.008,1.913,50.351,2.02,92.833,12.303,0.909,3.792,0.223,3.395
TMF-372,Ont,Three Mile,Hammell's Bay,,2017-06-28,hypo,,118.346,0.766,0.082,6.131,0.409,2.831,0.777,5.606,320.35,1.564,40.637,13.129,75.529,5.717,0.44,12.282
TMF-374,Ont,Three Mile,Hammell's Bay,,2017-07-13,epi,0-4,44.239,1.188,0.038,3.818,0.391,2.054,0.927,6.052,47.968,1.782,18.98,9.103,0.844,2.993,0.234,4.608
TMF-375,Ont,Three Mile,Hammell's Bay,,2017-07-13,hypo,,4894.875,0.562,0.726,7.849,0.414,4.234,0.539,3.115,29.683,0.856,10.798,13.635,771.042,7.674,1.565,1.229
TMF-55,Ont,Wasi,WA2,,2017-05-26,0-4.5,,269.027,0.518,0.094,2.143,1.111,1.089,1.358,0.121,99.5,1.366,0.121,4.973,17.588,3.899,0.394,2.547
TMF-56,Ont,Wasi,WA2,,2017-06-07,0-3.75,,273.344,2.851,0.099,4.496,1.332,6.252,1.62,3.767,73.9,3.846,0.139,2.857,22.685,2.794,0.485,2.775
TMF-144,Ont,Wasi,WA2,,2017-07-21,0-3,,277.8,1.53,0.06,1.82,0.61,5.58,0.95,2.29,63.49,0.5,0.11,2.66,6.05,4.33,0.46,3.9
TMF-145,Ont,Wasi,WA2,,2017-08-02,0-2.5,,282.28,0.41,0.06,2.85,0.6,2.24,0.93,2.95,48.89,0.5,0.12,0.82,5.25,2.87,0.39,3.88
TMF-146,Ont,Wasi,WA2,,2017-08-16,0-2.5,,327.87,0.93,0.07,1.06,0.6,5.83,0.91,4.33,27.61,1.8,0.13,4.17,9.7,2.39,0.38,10.39
TMF-147,Ont,Wasi,WA2,,2017-08-30,0-2.8,,350.02,2.25,0.07,5.49,0.64,5.95,1.33,1.95,40.76,0.83,0.13,4.56,7.13,3.29,0.44,1.17
TMF-148,Ont,Wasi,WA2,,2017-09-11,0-2.8,,342.28,2.05,0.07,2.47,0.61,3.28,0.9,2.51,40.36,2.45,0.13,4.81,9.16,2.92,0.41,7.5
TMF-57,Ont,Wasi ,WA2,,2017-07-05,0-3,,308.169,3.313,0.049,0.678,1.133,2.028,1.688,1.899,24.0,2.347,0.135,1.642,4.451,2.93,0.427,4.446
TMF-124,Quebec,Lac Breton,A,,2017-05-21,,,22.79,3.17,0.06,5.49,0.93,6.08,0.61,10.71,107.55,1.9,9.81,2.2,4.88,1.13,0.35,2.13
TMF-125,Quebec,Lac Breton,B,,2017-05-21,,,22.67,3.56,0.06,7.7,1.01,7.55,0.92,3.45,34.23,1.56,6.61,3.05,4.91,1.29,0.31,2.05
TMF-126,Quebec,Lac Breton,open,,2017-08-20,,,36.44,4.53,0.06,11.58,0.97,1.87,1.08,2.09,41.15,2.09,6.54,1.31,0.63,2.1,0.52,1.69
TMF-127,Quebec,Lac Breton,dock,,2017-08-20,,,42.68,2.82,0.06,11.61,0.93,10.11,0.68,2.75,27.69,1.41,3.68,2.7,0.55,2.07,0.56,2.37
TMF-220,Sask,Buffalo Pound,,,2017-07-10,0,,4.65,1.47,0.21,8.23,2.61,5.14,1.91,3.71,146.97,0.61,2.14,4.35,0.68,4.62,3.64,1.72
TMF-186,Sask,Buffalo Pound,,3,2017-07-18,0.3,,3.33,1.98,0.19,4.02,2.8,3.76,3.99,2.89,56.47,0.44,2.26,4.48,0.37,1.71,1.61,2.2
TMF-190,Sask,Buffalo Pound,,7,2017-08-01,0.3,,4.13,2.46,0.23,3.34,2.86,1.35,4.64,2.26,5.05,4.76,2.96,4.97,1.07,3.91,1.59,8.85
TMF-119,Sask,Buffalo Pound,,,2017-08-03,0,,0.73,3.48,0.18,8.6,1.61,4.95,1.89,8.27,0.51,4.68,5.63,5.16,0.52,100.86,2.47,3.58
TMF-192,Sask,Buffalo Pound,,13,2017-08-04,0,,6.64,4.16,0.21,1.1,2.54,1.52,5.06,0.48,8.83,2.15,2.64,2.9,0.53,0.95,1.8,4.12
TMF-221,Sask,Buffalo Pound,,,2017-08-08,0,,16.03,3.02,0.19,4.18,2.04,2.55,2.98,3.61,388.36,3.94,2.15,4.75,0.73,4.9,1.68,6.11
TMF-120,Sask,Buffalo Pound,,,2017-08-08,0.8,,0.98,15.72,0.14,14.32,1.33,13.48,1.13,22.4,6.32,15.57,3.33,18.53,0.18,12.75,2.13,15.87
TMF-193,Sask,Buffalo Pound,,17,2017-08-10,0,surface scum,134.79,1.54,18.33,4.54,26.03,3.68,11.13,2.35,123.76,2.81,3.31,3.1,3.62,4.07,1.85,4.19
TMF-196,Sask,Buffalo Pound,,20,2017-08-14,0,,10.35,4.52,0.23,1.91,4.16,4.96,4.4,3.44,52.05,3.25,2.56,2.44,0.76,4.21,1.79,7.43
TMF-197,Sask,Buffalo Pound,,22,2017-08-15,0.3,,12.91,2.07,0.22,2.88,5.94,6.17,4,3.69,14.68,1.67,2.46,4.54,0.72,5.54,1.87,1.78
TMF-222,Sask,Buffalo Pound,,,2017-08-16,0,,3.92,0.68,0.2,4.23,2.69,3.86,1.89,4.1,341.73,2.18,2.32,4.13,0.32,3.95,3.11,2.23
TMF-200,Sask,Buffalo Pound,,26,2017-08-22,0,,9.91,2.04,0.22,2.4,2.88,4.32,6.33,2.89,4.42,1.54,2.71,2.73,0.77,2.87,2.01,0.61
TMF-201,Sask,Buffalo Pound,shore,27,2017-08-22,0,,14.33,3.04,0.27,4.85,6.32,3.21,4.22,4.83,72.52,2.81,2.64,4.66,1.13,2.89,2.29,1.69
TMF-223,Sask,Buffalo Pound,,,2017-08-28,0,,13.52,2.82,0.47,3.31,2.04,6.94,3.2,3.97,418.52,2.26,2.21,2.52,1.01,2.11,1.91,6.07
TMF-224,Sask,Buffalo Pound,,,2017-09-05,0,,9.13,0.71,0.2,4.64,2.2,6.35,2.04,3.62,15.95,0.78,2.32,4.39,1.21,4.65,1.81,5.8
TMF-225,Sask,Buffalo Pound,,,2017-09-21,0,,5.38,1.82,0.19,2.52,2.05,0.26,1.76,3.55,39.34,2.59,2.31,3.87,0.32,3.79,1.5,5.45
TMF-226,Sask,Buffalo Pound,,,2017-10-05,0,,4.37,1.58,0.19,1.45,2.2,3.61,1.88,3.73,47.7,1.73,2.3,3.37,0.65,2.67,1.39,3.67
TMF-185,Sask,Katepwa,,2,2017-07-14,0.3,,3.27,4.82,0.31,3.03,3.45,7.51,5.16,4.77,< D.L.,< D.L.,3.41,3.05,2.41,3.7,2.65,2.25
TMF-189,Sask,Katepwa,,6,2017-07-29,0.3,,3.94,1.36,0.3,7,3.63,4.85,5.94,4.42,0.59,14.78,3.46,5.66,2.01,4.49,2.7,1.04
TMF-194,Sask,Katepwa,,18,2017-08-12,0.3,,3.86,1.33,0.32,2.23,3.65,4.01,5.56,4.56,81.19,1.84,3.52,3.08,1.73,2.24,2.7,1.98
TMF-202,Sask,Katepwa,,28,2017-08-26,0.3,,24.37,2.04,0.4,1.42,5.36,1.86,6.26,3.58,17.62,4,4.88,3.82,1.41,1.72,2.77,2
TMF-187,Sask,Pasqua,,4,2017-07-19,0.3,,5.92,3.31,0.67,1.64,5.03,1.76,5.07,3.12,3.58,4.82,6.51,2.31,1.65,2.59,4.21,5.87
TMF-191,Sask,Pasqua,,12,2017-08-02,0.3,,5.33,1.26,0.68,4.33,4.47,3.69,5.28,3.6,0.66,7.39,6.73,5.04,4.53,3.54,4.68,2.52
TMF-198,Sask,Pasqua,,23,2017-08-16,0.3,,5.51,2.16,0.57,0.78,5.33,2.33,4.78,2.46,12.39,2.14,6.29,2.84,3.75,2.96,4.84,3.77
TMF-184,Sask,Wascana,,1,2017-07-11,0.3,,5.84,2.33,0.51,0.72,8.46,2.32,4.68,3.03,31.55,1.96,3.71,2.02,1.35,2.18,7.73,0.88
TMF-188,Sask,Wascana,,5,2017-07-25,0.3,,6.55,3.57,0.55,4.89,10.03,3.88,4.09,4.08,8.37,1.85,3.80,4.63,1.58,5.93,9.3,2.18
TMF-199,Sask,Wascana,,25,2017-08-22,0.3,,18.09,1.56,0.6,4.25,6.53,3.75,3.97,4.35,7.47,1.61,4.11,4.46,1.55,4.41,10.54,1.86
